,Frame,Target_x,Target_y,H_x,H_y,H_o,F1_x,F1_y,F1_o,F2_x,F2_y,F2_o,F3_x,F3_y,F3_o,T_x,T_y,T_o
1034,1035,320,243,285,163,-51,226,88,-53,136,76,4,95,144,25,153,203,159
1035,1036,320,243,286,164,-50,228,89,-54,138,77,3,94,144,19,152,203,159
1036,1037,320,243,286,164,-50,228,89,-53,139,76,4,94,144,19,152,203,159
1037,1038,320,243,287,165,-49,230,91,-54,140,76,2,94,144,19,152,203,162
1038,1039,320,243,288,166,-49,230,91,-55,141,76,2,94,144,18,153,203,162
1039,1040,320,243,289,168,-48,231,93,-54,143,75,1,94,144,18,153,203,162
1040,1041,320,243,290,169,-46,232,94,-54,145,75,1,94,144,18,153,203,163
1041,1042,320,243,291,169,-46,233,95,-54,146,75,1,95,144,18,152,203,164
1042,1043,320,243,291,170,-45,234,96,-54,148,75,-1,95,144,17,153,203,166
1043,1044,320,243,294,172,-43,235,97,-53,150,75,-1,95,144,17,152,203,166
1044,1045,320,243,294,172,-44,236,97,-53,150,75,-1,96,144,17,153,202,168
1045,1046,320,243,296,173,-46,237,98,-53,151,74,-2,96,144,17,152,202,168
1046,1047,320,243,296,175,-46,238,100,-54,151,75,-3,96,143,14,152,202,168
1047,1048,320,243,297,175,-48,239,100,-55,151,75,-3,96,144,13,152,203,169
1048,1049,320,243,297,176,-49,239,102,-53,151,75,-3,96,144,13,152,203,169
1049,1050,320,243,299,177,-52,241,102,-55,151,74,-4,96,143,10,153,202,171
1050,1051,320,243,299,178,-53,241,103,-55,151,74,-4,96,143,10,152,202,171
1051,1052,320,243,300,179,-55,242,105,-54,151,75,-3,95,143,8,152,202,174
1052,1053,320,243,301,180,-57,243,105,-54,151,75,-3,96,143,8,152,202,174
1053,1054,320,243,302,181,-59,244,106,-56,152,75,-3,95,143,7,152,202,176
1054,1055,320,243,302,182,-60,245,107,-54,153,75,-3,95,143,6,152,202,175
1055,1056,320,243,302,182,-61,245,107,-55,154,74,-5,95,143,5,152,202,175
1056,1057,320,243,304,184,-62,246,109,-53,155,75,-6,95,143,5,152,202,177
1057,1058,320,243,304,184,-61,247,109,-55,156,74,-8,95,143,4,152,202,177
1058,1059,320,243,305,185,-60,248,109,-53,157,75,-6,95,143,4,152,202,177
1059,1060,320,243,305,187,-59,249,111,-54,158,74,-9,96,143,3,152,202,178
1060,1061,320,243,305,188,-58,249,112,-53,159,74,-9,96,143,3,152,202,-178
1061,1062,320,243,306,188,-58,250,112,-53,160,75,-10,95,143,0,152,202,-178
1062,1063,320,243,307,188,-56,250,113,-53,161,75,-10,95,143,0,152,202,-178
1063,1064,320,243,308,190,-56,252,114,-54,163,75,-11,97,143,5,152,202,-176
1064,1065,320,243,308,190,-56,252,115,-54,164,74,-12,98,142,7,152,202,-177
1065,1066,320,243,309,192,-55,253,116,-54,165,75,-13,98,142,7,153,202,-175
1066,1067,320,243,309,193,-53,254,116,-53,166,75,-13,98,142,7,152,201,-174
1067,1068,320,243,310,193,-51,255,117,-54,167,75,-14,100,142,15,152,201,-174
1068,1069,320,243,310,194,-49,256,118,-53,168,75,-15,101,142,18,152,201,-174
1069,1070,454,406,311,195,-49,256,119,-53,169,75,-15,102,142,19,152,201,-174
1070,1071,454,406,312,196,-47,257,120,-55,170,76,-17,103,142,24,152,201,-174
1071,1072,454,406,313,197,-46,258,121,-55,172,76,-17,103,142,24,152,202,-173
1072,1073,454,406,313,198,-44,259,122,-54,172,76,-18,105,140,30,152,202,-172
1073,1074,454,406,313,198,-44,259,122,-56,173,76,-18,105,140,30,152,201,-174
1074,1075,454,406,314,198,-42,260,123,-54,173,76,-18,174,76,-19,152,202,-172
1075,1076,454,406,316,200,-39,261,124,-54,175,76,-19,174,76,-19,151,202,-175
1076,1077,454,406,316,200,-39,262,125,-54,176,77,-22,174,76,-19,152,201,-174
1077,1078,454,406,317,201,-39,262,125,-55,177,78,-20,109,137,41,151,202,-175
1078,1079,454,406,318,202,-39,263,127,-55,179,77,-23,109,137,41,152,202,-176
1079,1080,454,406,319,202,-40,264,128,-56,180,77,-23,111,135,45,152,202,-176
1080,1081,454,406,320,203,-41,265,128,-56,180,77,-23,181,78,-23,152,202,177
1081,1082,454,406,321,204,-42,265,129,-56,182,79,-24,111,135,45,152,202,174
1082,1083,454,406,322,204,-43,266,130,-56,182,79,-23,111,135,45,151,203,169
1083,1084,454,406,323,205,-45,267,131,-56,184,80,-24,111,135,45,150,202,160
1084,1085,454,406,323,206,-45,268,132,-56,185,79,-26,112,134,48,150,203,159
1085,1086,454,406,325,206,-46,268,132,-56,186,80,-26,112,134,48,150,203,158
1086,1087,454,406,325,208,-46,269,134,-56,188,81,-25,112,134,48,150,203,156
1087,1088,454,406,326,208,-48,270,134,-56,188,81,-28,112,134,48,150,202,154
1088,1089,454,406,327,209,-48,271,135,-56,189,81,-26,112,134,48,150,202,154
1089,1090,454,406,327,210,-49,271,136,-55,191,82,-28,112,134,48,150,202,154
1090,1091,454,406,328,210,-50,272,137,-55,192,82,-27,112,134,48,150,202,154
1091,1092,454,406,328,211,-49,273,138,-56,191,83,-28,112,134,48,150,202,153
1092,1093,454,406,329,212,-51,273,138,-55,193,83,-29,112,134,48,149,202,153
1093,1094,454,406,331,213,-51,275,139,-56,194,83,-30,112,134,48,150,202,154
1094,1095,454,406,331,214,-53,275,140,-56,195,84,-29,112,134,48,150,202,154
1095,1096,454,406,332,215,-52,276,141,-56,196,84,-30,112,134,48,149,202,153
1096,1097,454,406,332,216,-53,277,142,-56,197,85,-29,112,134,48,150,202,154
1097,1098,454,406,333,216,-54,277,143,-55,198,86,-29,112,134,48,149,202,154
1098,1099,454,406,334,217,-55,278,143,-56,199,86,-29,112,134,48,150,202,154
1099,1100,454,406,335,218,-56,279,144,-56,200,86,-30,112,134,48,149,202,156
1100,1101,454,406,336,219,-56,280,145,-56,201,87,-29,112,134,48,149,203,155
1101,1102,454,406,336,220,-55,280,146,-56,202,87,-30,122,121,36,149,202,156
1102,1103,454,406,336,221,-54,281,146,-56,202,87,-30,122,121,36,149,202,156
1103,1104,454,406,338,222,-55,282,147,-56,204,88,-32,123,119,35,150,202,159
1104,1105,454,406,338,223,-55,283,148,-56,204,89,-31,123,119,35,150,202,159
1105,1106,454,406,338,223,-54,283,149,-56,205,89,-30,125,118,33,149,202,159
1106,1107,454,406,339,225,-54,284,150,-56,207,90,-33,125,118,33,149,202,161
1107,1108,454,406,340,225,-55,285,151,-56,208,90,-33,126,117,28,149,202,162
1108,1109,454,406,341,227,-55,287,153,-56,210,91,-33,126,117,28,149,202,162
1109,1110,454,406,342,227,-56,287,154,-55,211,92,-33,126,117,28,149,202,162
1110,1111,454,406,343,229,-55,288,155,-55,212,93,-32,128,115,26,149,202,163
1111,1112,454,406,343,230,-54,289,155,-56,213,93,-33,127,116,25,149,202,163
1112,1113,454,406,343,230,-54,289,156,-56,214,93,-33,127,116,25,149,202,163
1113,1114,454,406,345,231,-55,290,157,-56,216,94,-34,128,115,23,149,201,168
1114,1115,454,406,345,232,-54,291,158,-55,216,95,-33,128,115,23,149,202,166
1115,1116,454,406,345,233,-53,291,159,-55,217,95,-34,127,115,23,149,202,167
1116,1117,454,406,346,233,-55,292,159,-55,217,95,-34,127,115,23,149,201,168
1117,1118,454,406,347,235,-54,293,161,-55,219,96,-34,127,115,19,148,201,168
1118,1119,454,406,347,236,-53,294,161,-56,220,97,-34,127,115,19,148,201,170
1119,1120,454,406,348,236,-52,294,162,-55,220,97,-36,128,115,19,148,202,169
1120,1121,454,406,349,237,-51,296,163,-56,221,98,-36,128,115,19,149,201,170
1121,1122,454,406,350,238,-51,296,164,-55,222,99,-36,128,115,19,149,201,171
1122,1123,454,406,351,240,-51,297,165,-55,223,99,-37,130,114,18,149,201,171
1123,1124,454,406,351,240,-50,298,166,-56,224,100,-36,130,114,18,149,201,174
1124,1125,454,406,352,240,-50,298,166,-55,225,100,-36,130,114,18,149,202,173
1125,1126,454,406,353,241,-50,300,168,-56,226,101,-37,133,113,18,149,201,174
1126,1127,454,406,353,242,-50,300,168,-56,227,101,-37,133,113,18,149,201,175
1127,1128,454,406,354,243,-50,301,169,-56,228,102,-37,135,112,18,149,201,175
1128,1129,454,406,355,244,-49,302,170,-56,229,103,-37,137,111,17,149,201,177
1129,1130,454,406,355,245,-49,303,171,-56,230,104,-37,137,111,17,149,201,177
1130,1131,454,406,356,245,-50,303,171,-56,231,104,-39,137,110,12,149,201,178
1131,1132,454,406,357,246,-50,304,173,-56,232,105,-39,137,110,12,149,201,180
1132,1133,454,406,358,247,-50,305,174,-56,233,105,-39,137,110,12,149,201,180
1133,1134,454,406,358,248,-50,305,174,-56,233,106,-37,140,109,12,148,201,-178
1134,1135,454,406,360,250,-52,306,175,-56,235,107,-39,142,108,11,148,201,180
1135,1136,454,406,360,250,-53,307,176,-56,236,107,-39,144,108,10,148,201,-178
1136,1137,454,406,360,251,-53,308,176,-56,236,108,-39,144,108,10,148,201,180
1137,1138,454,406,362,253,-53,309,178,-56,238,110,-39,144,108,10,146,201,175
1138,1139,454,406,364,255,-54,311,179,-57,240,111,-40,149,106,6,145,201,164
1139,1140,454,406,364,255,-54,311,180,-56,241,111,-41,150,106,6,144,201,161
1140,1141,454,406,365,256,-54,312,181,-56,243,112,-41,152,105,5,144,201,156
1141,1142,454,406,365,257,-54,312,182,-55,243,113,-40,152,105,5,142,200,149
1142,1143,454,406,366,258,-53,313,182,-56,243,113,-41,152,105,5,142,200,146
1143,1144,454,406,367,259,-53,314,184,-56,245,114,-41,155,104,4,141,200,139
1144,1145,454,406,367,260,-53,314,184,-56,245,114,-41,155,104,4,140,200,134
1145,1146,454,406,368,260,-52,315,185,-56,246,115,-41,155,104,4,139,199,131
1146,1147,454,406,369,261,-52,316,186,-56,247,116,-41,158,104,2,138,199,128
1147,1148,454,406,369,262,-50,317,187,-55,249,117,-41,160,104,0,138,197,121
1148,1149,454,406,370,263,-51,317,187,-54,249,117,-41,160,103,-1,137,197,117
1149,1150,454,406,371,263,-50,318,189,-56,250,118,-41,162,103,-1,137,196,109
1150,1151,454,406,371,265,-49,319,189,-56,251,118,-43,163,103,-3,136,194,107
1151,1152,454,406,372,265,-49,320,190,-56,251,119,-42,164,103,-3,136,194,103
1152,1153,454,406,373,266,-50,320,191,-55,252,119,-42,165,103,-3,135,193,100
1153,1154,454,406,374,267,-51,321,192,-55,253,121,-42,165,103,-2,135,191,95
1154,1155,454,406,375,267,-51,322,192,-55,253,121,-42,166,103,-1,135,190,92
1155,1156,454,406,376,269,-52,324,194,-57,255,122,-43,166,103,-1,134,188,87
1156,1157,454,406,376,270,-52,324,195,-56,255,123,-42,166,103,0,135,187,85
1157,1158,454,406,377,270,-53,325,195,-57,256,124,-42,166,103,0,134,186,81
1158,1159,454,406,378,271,-55,326,197,-57,258,124,-44,166,103,0,134,186,77
1159,1160,454,406,378,272,-55,327,197,-57,258,125,-43,166,103,1,135,184,77
1160,1161,454,406,379,273,-55,327,198,-57,259,126,-44,166,103,1,135,184,75
1161,1162,454,406,380,274,-55,327,199,-56,260,127,-44,166,103,1,135,181,72
1162,1163,454,406,380,275,-53,329,200,-57,261,128,-45,166,103,2,136,180,71
1163,1164,454,406,382,276,-53,330,201,-57,262,129,-45,168,103,0,137,179,73
1164,1165,454,406,382,277,-53,330,202,-58,263,129,-44,168,103,0,136,179,69
1165,1166,454,406,382,278,-51,331,202,-57,263,130,-43,170,102,-1,136,179,68
1166,1167,454,406,383,278,-50,332,203,-57,265,131,-45,173,102,-2,136,179,69
1167,1168,454,406,384,279,-51,332,204,-58,265,132,-43,174,102,-4,136,178,68
1168,1169,454,406,384,280,-51,333,205,-57,266,132,-45,174,102,-4,136,179,68
1169,1170,454,406,385,280,-51,334,205,-57,267,133,-45,175,102,-4,135,180,66
1170,1171,454,406,386,282,-50,334,207,-58,268,134,-44,175,102,-4,136,180,65
1171,1172,454,406,387,282,-50,335,207,-57,268,134,-43,175,102,-4,136,180,65
1172,1173,454,406,387,283,-50,336,208,-57,269,135,-44,178,102,-7,136,179,64
1173,1174,454,406,388,284,-50,337,209,-57,271,136,-45,180,102,-9,136,179,64
1174,1175,454,406,389,284,-51,337,210,-58,271,137,-45,180,102,-9,136,179,63
1175,1176,454,406,389,285,-52,338,210,-57,272,137,-45,182,102,-10,136,179,63
1176,1177,454,406,390,287,-53,339,212,-57,273,138,-45,183,102,-11,136,179,61
1177,1178,454,406,390,288,-53,340,213,-57,274,139,-45,183,102,-11,136,179,60
1178,1179,454,406,391,288,-53,340,213,-58,274,140,-43,185,102,-14,136,179,58
1179,1180,454,406,392,289,-54,341,214,-58,276,141,-45,187,102,-15,136,179,60
1180,1181,454,406,393,290,-55,342,215,-57,276,141,-45,188,102,-15,136,179,59
1181,1182,454,406,393,290,-55,342,216,-58,277,141,-45,189,103,-16,136,178,58
1182,1183,454,406,393,291,-54,343,216,-58,278,142,-45,190,103,-16,137,178,59
1183,1184,454,406,394,293,-53,344,218,-57,279,143,-44,191,103,-18,136,179,58
1184,1185,454,406,395,293,-51,344,218,-58,279,145,-43,192,103,-19,137,178,56
1185,1186,454,406,395,293,-52,345,219,-57,280,144,-45,193,103,-18,137,177,56
1186,1187,454,406,396,295,-50,346,220,-59,281,145,-45,193,103,-18,138,176,55
1187,1188,454,406,397,295,-50,346,221,-58,282,146,-44,195,103,-21,139,175,55
1188,1189,454,406,397,296,-50,347,221,-59,283,147,-45,196,103,-22,139,175,53
1189,1190,454,406,398,297,-49,348,223,-57,284,148,-45,198,103,-22,140,173,54
1190,1191,454,406,399,298,-49,348,223,-58,284,149,-45,199,104,-22,140,173,52
1191,1192,454,406,399,299,-48,348,223,-59,285,149,-45,199,104,-21,141,172,54
1192,1193,454,406,400,299,-48,348,223,-59,285,150,-45,200,104,-22,142,171,54
1193,1194,454,406,401,301,-49,348,223,-57,286,150,-46,201,105,-24,143,170,54
1194,1195,454,406,402,301,-50,349,223,-57,288,152,-46,203,106,-22,143,170,52
1195,1196,454,406,402,301,-50,348,224,-58,288,152,-46,203,106,-22,143,169,52
1196,1197,454,406,404,303,-51,349,224,-57,289,152,-48,205,106,-25,144,169,52
1197,1198,454,406,404,304,-52,349,224,-55,289,153,-46,206,106,-25,144,169,52
1198,1199,454,406,404,304,-54,350,226,-56,290,154,-46,206,106,-25,143,169,50
1199,1200,454,406,406,306,-54,351,227,-56,292,155,-48,209,107,-25,144,169,49
1200,1201,454,406,406,306,-54,351,227,-56,292,156,-46,209,107,-27,144,169,52
1201,1202,454,406,407,307,-56,352,228,-56,292,156,-47,211,107,-25,145,169,51
1202,1203,454,406,408,308,-56,353,228,-55,294,158,-46,212,109,-26,144,168,49
1203,1204,454,406,408,308,-56,353,229,-55,294,158,-46,213,109,-26,144,168,49
1204,1205,454,406,409,309,-56,354,230,-56,295,159,-45,214,108,-29,144,169,48
1205,1206,454,406,410,311,-56,355,231,-55,297,160,-45,215,109,-28,144,168,45
1206,1207,454,406,410,311,-55,355,232,-55,297,161,-44,216,110,-27,144,169,47
1207,1208,454,406,411,312,-56,356,232,-54,298,161,-45,217,109,-30,145,168,48
1208,1209,454,406,411,314,-53,357,234,-55,299,163,-44,218,110,-28,144,168,45
1209,1210,454,406,412,314,-54,358,234,-54,299,163,-43,220,111,-28,144,168,43
1210,1211,454,406,412,315,-53,358,234,-54,300,163,-43,220,111,-28,145,167,44
1211,1212,454,406,412,315,-53,359,235,-55,301,164,-43,221,111,-29,146,167,45
1212,1213,454,406,414,316,-51,360,236,-55,302,165,-42,222,112,-28,147,166,41
1213,1214,454,406,414,316,-52,361,237,-55,303,166,-41,224,113,-28,147,166,39
1214,1215,454,406,415,318,-49,362,238,-55,304,167,-42,224,114,-28,149,164,39
1215,1216,454,406,416,319,-50,363,239,-56,304,167,-41,226,114,-30,149,164,40
1216,1217,454,406,416,320,-48,363,240,-56,305,168,-40,226,114,-29,151,163,39
1217,1218,454,406,418,321,-47,365,240,-56,306,169,-39,228,115,-30,152,162,36
1218,1219,454,406,418,321,-46,365,241,-55,307,169,-39,229,116,-30,151,162,34
1219,1220,454,406,419,322,-47,366,242,-57,308,170,-38,229,116,-29,153,161,35
1220,1221,454,406,420,324,-47,367,243,-56,309,171,-37,231,117,-29,154,160,35
1221,1222,454,406,420,324,-48,368,244,-57,310,171,-39,232,117,-30,155,160,33
1222,1223,454,406,422,325,-50,369,245,-56,311,172,-39,234,118,-30,156,160,34
1223,1224,454,406,422,325,-50,369,246,-57,312,173,-40,234,118,-30,157,159,34
1224,1225,454,406,423,327,-51,370,247,-57,312,173,-40,235,118,-31,158,158,33
1225,1226,454,406,423,327,-52,370,247,-58,313,174,-40,236,119,-30,159,158,32
1226,1227,454,406,424,328,-54,371,249,-58,314,175,-40,238,119,-32,157,159,31
1227,1228,454,406,425,329,-56,372,250,-57,315,175,-42,238,119,-34,159,158,32
1228,1229,454,406,425,329,-56,372,250,-58,316,175,-43,239,120,-33,159,158,32
1229,1230,454,406,426,331,-59,373,251,-58,317,176,-43,240,120,-33,159,158,32
1230,1231,454,406,427,332,-60,374,252,-58,318,177,-43,241,121,-32,159,158,30
1231,1232,454,406,427,332,-60,374,253,-58,319,178,-45,242,121,-34,159,158,32
1232,1233,454,406,427,334,-61,375,254,-58,319,179,-45,243,122,-34,159,158,29
1233,1234,454,406,428,335,-61,376,255,-58,320,180,-45,244,123,-33,159,158,29
1234,1235,454,406,429,335,-60,376,255,-58,321,180,-45,245,123,-32,159,158,29
1235,1236,454,406,430,337,-60,377,256,-58,322,181,-46,247,124,-33,158,158,26
1236,1237,454,406,430,337,-59,378,257,-58,323,182,-46,248,124,-32,158,158,23
1237,1238,454,406,430,338,-59,379,258,-59,324,182,-48,248,124,-34,159,157,25
1238,1239,454,406,431,338,-58,379,258,-58,324,183,-47,249,125,-33,160,157,26
1239,1240,454,406,431,340,-58,380,260,-58,326,184,-49,250,125,-33,161,157,20
1240,1241,454,406,432,340,-58,380,260,-58,326,184,-49,252,126,-32,162,157,20
1241,1242,454,406,432,341,-57,381,261,-58,326,185,-48,252,126,-32,163,157,20
1242,1243,454,406,433,343,-55,382,262,-58,328,186,-49,254,127,-32,164,156,19
1243,1244,454,406,434,343,-55,383,263,-57,328,187,-50,255,128,-31,165,156,20
1244,1245,454,406,434,344,-55,383,264,-58,328,187,-51,255,128,-32,167,155,20
1245,1246,454,406,435,345,-54,384,265,-58,330,188,-52,256,129,-31,167,155,19
1246,1247,454,406,435,346,-53,385,266,-58,330,189,-51,257,129,-31,168,155,19
1247,1248,454,406,437,347,-51,386,267,-58,331,190,-51,259,130,-32,170,154,19
1248,1249,454,406,437,348,-50,387,267,-59,332,191,-50,260,131,-33,171,154,19
1249,1250,454,406,437,348,-49,387,268,-58,332,192,-50,261,131,-32,172,153,18
1250,1251,454,406,438,349,-49,388,269,-59,333,192,-49,261,131,-32,172,153,18
1251,1252,454,406,439,350,-47,389,270,-60,334,193,-49,263,133,-33,174,153,19
1252,1253,454,406,440,350,-46,389,271,-59,335,194,-49,263,133,-34,176,152,18
1253,1254,454,406,441,351,-46,390,272,-59,335,194,-48,264,133,-35,176,152,18
1254,1255,454,406,441,353,-43,391,273,-59,336,196,-48,265,134,-35,178,152,19
1255,1256,454,406,442,353,-42,392,273,-61,337,196,-49,266,134,-36,179,151,18
1256,1257,454,406,442,353,-42,392,274,-60,338,197,-49,267,134,-36,180,151,18
1257,1258,454,406,444,355,-45,393,276,-60,339,198,-49,268,135,-36,181,150,18
1258,1259,454,406,445,355,-46,394,276,-60,339,199,-48,269,136,-36,182,150,17
1259,1260,454,406,445,356,-48,394,277,-60,340,199,-49,270,136,-36,183,150,17
1260,1261,663,575,446,357,-50,395,278,-60,341,201,-48,271,137,-37,185,150,17
1261,1262,663,575,447,357,-52,395,279,-58,342,201,-49,272,138,-38,185,149,15
1262,1263,663,575,447,359,-53,396,280,-59,343,202,-49,273,138,-38,184,149,12
1263,1264,663,575,448,359,-55,397,280,-60,343,202,-49,274,139,-38,185,149,15
1264,1265,663,575,449,360,-58,398,281,-60,344,204,-50,275,140,-37,185,149,14
1265,1266,663,575,450,361,-60,398,282,-59,345,205,-51,275,140,-38,185,149,14
1266,1267,663,575,451,362,-64,399,283,-59,346,205,-52,277,141,-39,185,149,14
1267,1268,663,575,451,363,-66,400,284,-60,346,206,-51,277,141,-39,185,149,12
1268,1269,663,575,451,364,-66,400,285,-58,347,207,-52,278,141,-39,185,150,13
1269,1270,663,575,452,365,-67,401,286,-59,348,208,-52,280,143,-38,186,149,12
1270,1271,663,575,452,366,-68,402,287,-59,348,209,-51,281,143,-39,186,149,12
1271,1272,663,575,453,367,-68,402,288,-58,349,209,-52,281,144,-38,185,150,10
1272,1273,663,575,453,367,-67,403,288,-59,349,210,-51,282,144,-38,186,149,11
1273,1274,663,575,454,369,-66,404,289,-59,350,211,-51,284,145,-39,187,149,9
1274,1275,663,575,454,370,-65,404,290,-59,351,212,-51,285,146,-38,187,149,9
1275,1276,663,575,454,371,-62,405,291,-59,353,213,-53,286,147,-39,189,149,6
1276,1277,663,575,454,372,-61,406,292,-59,353,214,-52,287,147,-39,191,149,6
1277,1278,663,575,455,373,-60,406,293,-58,354,214,-52,288,147,-39,192,149,6
1278,1279,663,575,456,373,-59,407,293,-59,354,215,-52,288,148,-38,193,149,6
1279,1280,663,575,456,374,-57,408,295,-59,355,216,-52,290,149,-39,194,148,4
1280,1281,663,575,457,375,-56,408,295,-58,356,217,-52,290,149,-40,195,149,3
1281,1282,663,575,457,376,-55,409,296,-59,356,218,-52,290,150,-39,196,149,3
1282,1283,663,575,458,377,-55,409,297,-58,357,218,-52,291,150,-40,197,149,5
1283,1284,663,575,458,378,-53,410,298,-58,358,219,-53,293,151,-40,198,149,3
1284,1285,663,575,459,378,-51,411,298,-60,358,220,-52,293,152,-41,200,149,3
1285,1286,663,575,460,379,-51,412,299,-59,359,220,-53,294,152,-40,200,148,1
1286,1287,663,575,460,380,-50,413,301,-59,360,222,-53,296,153,-41,201,148,1
1287,1288,663,575,461,381,-50,413,301,-59,361,222,-53,297,154,-42,201,149,2
1288,1289,663,575,461,382,-48,414,302,-59,361,224,-53,297,155,-41,203,148,1
1289,1290,663,575,462,382,-47,415,303,-59,362,224,-54,298,155,-44,204,149,2
1290,1291,663,575,463,383,-46,415,304,-60,363,225,-53,299,156,-44,205,148,-1
1291,1292,663,575,464,384,-45,416,305,-59,363,226,-54,300,157,-43,206,149,0
1292,1293,663,575,465,385,-45,417,306,-60,364,227,-54,301,158,-44,208,149,0
1293,1294,663,575,465,385,-45,418,307,-60,364,228,-54,302,158,-45,209,149,0
1294,1295,663,575,467,387,-44,419,308,-61,365,229,-54,304,160,-42,210,149,-2
1295,1296,663,575,467,388,-44,419,308,-61,366,230,-52,303,160,-43,212,149,-1
1296,1297,663,575,468,388,-43,420,309,-60,367,230,-53,304,160,-44,212,149,-3
1297,1298,663,575,469,389,-44,421,310,-61,368,232,-53,306,162,-42,214,149,-2
1298,1299,663,575,470,390,-42,421,311,-61,368,232,-54,307,162,-42,215,149,-1
1299,1300,663,575,470,390,-43,422,312,-60,369,233,-53,306,162,-42,216,149,-2
1300,1301,663,575,470,390,-44,422,312,-61,369,234,-52,307,163,-43,217,149,-2
1301,1302,663,575,472,392,-43,423,314,-60,370,235,-52,310,165,-42,218,150,-3
1302,1303,663,575,472,392,-42,424,314,-61,371,235,-53,310,165,-42,218,149,-6
1303,1304,663,575,474,394,-42,425,316,-61,372,237,-52,311,166,-44,221,150,-2
1304,1305,663,575,475,394,-44,425,317,-60,373,237,-53,312,166,-45,222,150,-4
1305,1306,663,575,475,395,-43,426,317,-61,373,238,-52,312,167,-44,222,150,-5
1306,1307,663,575,476,395,-41,426,318,-62,374,239,-53,313,166,-45,223,150,-4
1307,1308,663,575,476,396,-43,427,319,-62,374,240,-52,314,168,-44,225,150,-5
1308,1309,663,575,478,397,-42,428,320,-61,375,241,-52,315,169,-44,225,150,-5
1309,1310,663,575,478,397,-43,428,321,-62,376,242,-52,316,170,-45,226,150,-5
1310,1311,663,575,480,399,-42,429,322,-62,377,243,-53,317,170,-45,229,151,-6
1311,1312,663,575,480,399,-42,430,323,-60,377,243,-54,318,171,-45,229,151,-7
1312,1313,663,575,480,399,-43,430,323,-62,378,244,-53,318,171,-45,230,151,-7
1313,1314,663,575,481,400,-42,431,324,-60,378,245,-54,319,172,-46,231,152,-6
1314,1315,663,575,482,401,-43,432,326,-60,379,246,-54,321,173,-47,233,152,-6
1315,1316,663,575,483,401,-42,432,326,-61,380,246,-54,321,174,-46,233,152,-6
1316,1317,663,575,484,402,-41,433,327,-60,380,247,-54,321,174,-48,234,153,-6
1317,1318,663,575,485,403,-42,434,329,-60,381,248,-54,323,175,-45,236,153,-6
1318,1319,663,575,486,404,-42,434,329,-61,382,249,-53,324,176,-45,237,153,-6
1319,1320,663,575,486,404,-42,435,330,-60,383,250,-53,324,176,-45,238,153,-7
1320,1321,663,575,488,406,-42,436,331,-60,384,251,-53,326,178,-45,240,153,-8
1321,1322,663,575,488,406,-42,436,332,-60,384,252,-52,326,178,-45,239,153,-10
1322,1323,663,575,489,406,-43,436,333,-59,385,252,-53,327,179,-45,241,153,-9
1323,1324,663,575,490,407,-41,437,334,-59,386,254,-52,328,180,-44,243,154,-10
1324,1325,663,575,491,408,-42,438,335,-59,386,255,-51,329,181,-44,243,154,-9
1325,1326,663,575,492,409,-42,438,335,-59,387,255,-52,329,181,-44,244,154,-9
1326,1327,663,575,492,409,-42,438,335,-59,388,257,-51,331,182,-45,244,154,-10
1327,1328,663,575,493,410,-42,438,335,-59,388,257,-52,331,183,-44,244,154,-9
1328,1329,663,575,493,410,-42,438,335,-58,389,258,-51,332,183,-45,244,154,-8
1329,1330,663,575,495,411,-41,438,336,-58,390,259,-52,333,184,-45,244,154,-8
1330,1331,663,575,496,412,-41,439,335,-56,390,259,-52,334,185,-45,244,155,-6
1331,1332,663,575,496,412,-40,439,336,-57,391,261,-51,335,185,-46,244,155,-6
1332,1333,663,575,497,413,-42,440,337,-55,392,262,-52,336,187,-46,245,155,-6
1333,1334,663,575,498,414,-41,441,338,-56,393,262,-52,337,188,-47,246,155,-6
1334,1335,663,575,499,415,-41,441,338,-55,393,263,-51,338,188,-48,247,155,-6
1335,1336,663,575,500,415,-41,442,340,-54,394,264,-50,339,189,-48,249,155,-8
1336,1337,663,575,501,416,-40,443,340,-56,394,264,-49,339,190,-48,250,156,-6
1337,1338,663,575,501,417,-40,443,340,-55,394,264,-49,340,190,-50,250,156,-7
1338,1339,663,575,502,418,-39,444,342,-54,394,264,-49,341,191,-50,251,156,-12
1339,1340,663,575,503,418,-40,445,342,-55,394,264,-49,342,192,-51,253,157,-10
1340,1341,663,575,504,419,-40,445,343,-54,394,265,-47,343,193,-51,254,157,-10
1341,1342,663,575,505,420,-39,446,344,-54,395,265,-48,344,194,-51,255,157,-14
1342,1343,663,575,506,421,-39,446,345,-54,394,264,-48,344,194,-52,256,157,-12
1343,1344,663,575,506,421,-39,447,345,-54,395,265,-47,345,195,-51,257,157,-14
1344,1345,663,575,507,422,-39,448,346,-54,394,265,-45,345,196,-52,257,157,-15
1345,1346,663,575,508,423,-39,449,347,-54,395,265,-45,346,197,-51,259,157,-17
1346,1347,663,575,509,423,-39,449,348,-54,395,265,-45,346,196,-52,260,158,-16
1347,1348,663,575,509,424,-38,450,348,-54,396,266,-45,346,197,-51,260,158,-16
1348,1349,663,575,511,425,-37,451,349,-54,397,268,-44,347,197,-51,262,159,-18
1349,1350,663,575,511,425,-39,452,351,-54,398,268,-45,346,197,-50,262,159,-18
1350,1351,663,575,512,426,-37,453,351,-55,398,269,-45,346,197,-50,263,159,-21
